=======[thaumcraft]=======
WARP | thaumcraft | Warp, Flux and all things bad | 1 | [None] | [None]
ROD_ICHORCLOTH | ttinkerer | Ichorcloth Strapped Silverwood Wand Core | 3 | [ICHOR_CLOTH] | [CAP_ICHOR, RESEARCHDUPE, KNOWFRAG, RESEARCHER2, NODEJAR, RESEARCHER1, NODETAPPER2, DECONSTRUCTOR, NODETAPPER1, THAUMONOMICON, NODEPRESERVE, NODESTABILIZER, WANDPEDFOC, VAMPBAT, ROD_bone, FOCUSEXCAVATION, SCEPTRE, ROD_quartz_staff, VISCHARGERELAY, ROD_ice, NODESTABILIZERADV, ROD_reed, ROD_greatwood_staff, ROD_silverwood_staff, FOCUSFROST, VISAMULET, FOCALMANIPULATION, FOCUSFIRE, CAP_gold, ROD_silverwood, VISPOWER, FOCUSPOUCH, CAP_copper, ROD_reed_staff, FOCUSSHOCK, CAP_silver, ROD_quartz, FOCUSWARDING, ROD_obsidian, FOCUSPORTABLEHOLE, CAP_thaumium, ROD_greatwood, ROD_blaze, ROD_bone_staff, ROD_obsidian_staff, FOCUSTRADE, ROD_ice_staff, WANDPED, ROD_blaze_staff, ALUMENTUM, ENTROPICPROCESSING, TRANSIRON, THAUMATORIUM, ALCHEMICALMANUFACTURE, TUBES, TRANSTIN, SANESOAP, TALLOW, PURESILVER, PURETIN, TRANSCOPPER, ESSENTIACRYSTAL, ARCANESPA, CENTRIFUGE, TRANSSILVER, PUREIRON, ALCHEMICALDUPLICATION, JARVOID, NITOR, PUREGOLD, DISTILESSENTIA, TUBEFILTER, PURELEAD, TRANSLEAD, TRANSGOLD, PURECOPPER, JARLABEL, RUNICEMERGENCY, GOGGLES, ELEMENTALPICK, ELEMENTALAXE, INFERNALFURNACE, ELEMENTALSHOVEL, LEVITATOR, WARDEDARCANA, FLUXSCRUB, BOOTSTRAVELLER, RESTABLE, MIRRORESSENTIA, PRIMALARROW, ARCANEEAR, RUNICCHARGED, RUNICHEALING, HOVERHARNESS, MASKGRINNINGDEVIL, ELEMENTALHOE, MIRRORHAND, ARCTABLE, INFUSION, RUNICKINETIC, PAVEWARD, MASKANGRYGHOST, MASKSIPPINGFIEND, ARCANELAMP, BELLOWS, HELMGOGGLES, RUNICARMOR, RUNICAUGMENTATION, SINSTONE, ELEMENTALSWORD, PAVETRAVEL, ARCANEBORE, INFUSIONENCHANTMENT, GOLEMCLAY, UPGRADEWATER, GOLEMTALLOW, GOLEMWOOD, GOLEMFLESH, UPGRADEEARTH, UPGRADEFIRE, UPGRADEENTROPY, COREUSE, TRAVELTRUNK, GOLEMBELL, CORESORTING, GOLEMTHAUMIUM, CORELUMBER, UPGRADEAIR, COREFISHING, COREGATHER, COREHARVEST, COREBUTCHER, COREGUARD, ADVANCEDGOLEM, COREFILL, GOLEMFETTER, GOLEMSTRAW, COREALCHEMY, GOLEMSTONE, GOLEMIRON, CORELIQUID, COREEMPTY, UPGRADEORDER, TTENCH_VALIANCE, TTENCH_SHOCKWAVE, TTENCH_ASCENT_BOOST, TTENCH_DISPERSED, TTENCH_SLOW_FALL, TTENCH_FOCUSED, TTENCH_SHATTER, FOCUS_DISLOCATION, FOCUS_FLIGHT, TTENCH_TUNNEL, FOCUS_HEAL, FOCUS_TELEKINESIS, TTENCH_VAMPIRISM, BLOOD_SWORD, TTENCH_FINAL, BRIGHT_NITOR, TTENCH_QUICK_DRAW, TTENCH_POUNCE, TTENCH_DESINTEGRATE, INFUSED_POTIONS, GAS_REMOVER, TTENCH_AUTO_SMELT, FOCUS_SMELT]
FIRE_AQUA | ttinkerer | Elemental Fire: Aqua | 2 | [BRIGHT_NITOR] | [None]
TTENCH_FINAL | ttinkerer | Enchantment: Final Strike | 2 | [TTENCH_FOCUSED, TTENCH_DISPERSED] | [None]
FOCUS_XP_DRAIN | ttinkerer | Wand Focus: Experience Drain | 3 | [ROD_ICHORCLOTH] | [RESEARCHDUPE, KNOWFRAG, RESEARCHER2, NODEJAR, RESEARCHER1, NODETAPPER2, DECONSTRUCTOR, NODETAPPER1, THAUMONOMICON, NODEPRESERVE, NODESTABILIZER, WANDPEDFOC, VAMPBAT, ROD_bone, FOCUSEXCAVATION, SCEPTRE, ROD_quartz_staff, VISCHARGERELAY, ROD_ice, NODESTABILIZERADV, ROD_reed, ROD_greatwood_staff, ROD_silverwood_staff, FOCUSFROST, VISAMULET, FOCALMANIPULATION, FOCUSFIRE, CAP_gold, ROD_silverwood, VISPOWER, FOCUSPOUCH, CAP_copper, ROD_reed_staff, FOCUSSHOCK, CAP_silver, ROD_quartz, FOCUSWARDING, ROD_obsidian, FOCUSPORTABLEHOLE, CAP_thaumium, ROD_greatwood, ROD_blaze, ROD_bone_staff, ROD_obsidian_staff, FOCUSTRADE, ROD_ice_staff, WANDPED, ROD_blaze_staff, ALUMENTUM, ENTROPICPROCESSING, TRANSIRON, THAUMATORIUM, ALCHEMICALMANUFACTURE, TUBES, TRANSTIN, SANESOAP, TALLOW, PURESILVER, PURETIN, TRANSCOPPER, ESSENTIACRYSTAL, ARCANESPA, CENTRIFUGE, TRANSSILVER, PUREIRON, ALCHEMICALDUPLICATION, JARVOID, NITOR, PUREGOLD, DISTILESSENTIA, TUBEFILTER, PURELEAD, TRANSLEAD, TRANSGOLD, PURECOPPER, JARLABEL, RUNICEMERGENCY, GOGGLES, ELEMENTALPICK, ELEMENTALAXE, INFERNALFURNACE, ELEMENTALSHOVEL, LEVITATOR, WARDEDARCANA, FLUXSCRUB, BOOTSTRAVELLER, RESTABLE, MIRRORESSENTIA, PRIMALARROW, ARCANEEAR, RUNICCHARGED, RUNICHEALING, HOVERHARNESS, MASKGRINNINGDEVIL, ELEMENTALHOE, MIRRORHAND, ARCTABLE, INFUSION, RUNICKINETIC, PAVEWARD, MASKANGRYGHOST, MASKSIPPINGFIEND, ARCANELAMP, BELLOWS, HELMGOGGLES, RUNICARMOR, RUNICAUGMENTATION, SINSTONE, ELEMENTALSWORD, PAVETRAVEL, ARCANEBORE, INFUSIONENCHANTMENT, GOLEMCLAY, UPGRADEWATER, GOLEMTALLOW, GOLEMWOOD, GOLEMFLESH, UPGRADEEARTH, UPGRADEFIRE, UPGRADEENTROPY, COREUSE, TRAVELTRUNK, GOLEMBELL, CORESORTING, GOLEMTHAUMIUM, CORELUMBER, UPGRADEAIR, COREFISHING, COREGATHER, COREHARVEST, COREBUTCHER, COREGUARD, ADVANCEDGOLEM, COREFILL, GOLEMFETTER, GOLEMSTRAW, COREALCHEMY, GOLEMSTONE, GOLEMIRON, CORELIQUID, COREEMPTY, UPGRADEORDER, TTENCH_VALIANCE, TTENCH_SHOCKWAVE, GASEOUS_SHADOW, FOCUS_DEFLECT, TTENCH_FOCUSED, FOCUS_FLIGHT, FOCUS_HEAL, FOCUS_TELEKINESIS, TTENCH_VAMPIRISM, CLEANSING_TALISMAN, SPELL_CLOTH, XP_TALISMAN, TTENCH_QUICK_DRAW, TTENCH_POUNCE, TTENCH_DESINTEGRATE, TTENCH_ASCENT_BOOST, TTENCH_DISPERSED, TTENCH_SLOW_FALL, TTENCH_SHATTER, FOCUS_DISLOCATION, TTENCH_TUNNEL, GASEOUS_LIGHT, BLOOD_SWORD, TTENCH_FINAL, REVEALING_HELM, BRIGHT_NITOR, INFUSED_POTIONS, GAS_REMOVER, TTENCH_AUTO_SMELT, FOCUS_SMELT, FOCUS_ENDER_CHEST]
REVEALING_HELM | ttinkerer | Helmet of Revealing | 1 | [GOGGLES] | [THAUMIUM]
ICHORCLOTH_CHEST_GEM | ttinkerer | Robes of the Stratosphere | 3 | [ICHORCLOTH_ARMOR] | [RESEARCHDUPE, KNOWFRAG, RESEARCHER2, NODEJAR, RESEARCHER1, NODETAPPER2, DECONSTRUCTOR, NODETAPPER1, THAUMONOMICON, NODEPRESERVE, NODESTABILIZER, WANDPEDFOC, VAMPBAT, ROD_bone, FOCUSEXCAVATION, SCEPTRE, ROD_quartz_staff, VISCHARGERELAY, ROD_ice, NODESTABILIZERADV, ROD_reed, ROD_greatwood_staff, ROD_silverwood_staff, FOCUSFROST, VISAMULET, FOCALMANIPULATION, FOCUSFIRE, CAP_gold, ROD_silverwood, VISPOWER, FOCUSPOUCH, CAP_copper, ROD_reed_staff, FOCUSSHOCK, CAP_silver, ROD_quartz, FOCUSWARDING, ROD_obsidian, FOCUSPORTABLEHOLE, CAP_thaumium, ROD_greatwood, ROD_blaze, ROD_bone_staff, ROD_obsidian_staff, FOCUSTRADE, ROD_ice_staff, WANDPED, ROD_blaze_staff, ALUMENTUM, ENTROPICPROCESSING, TRANSIRON, THAUMATORIUM, ALCHEMICALMANUFACTURE, TUBES, TRANSTIN, SANESOAP, TALLOW, PURESILVER, PURETIN, TRANSCOPPER, ESSENTIACRYSTAL, ARCANESPA, CENTRIFUGE, TRANSSILVER, PUREIRON, ALCHEMICALDUPLICATION, JARVOID, NITOR, PUREGOLD, DISTILESSENTIA, TUBEFILTER, PURELEAD, TRANSLEAD, TRANSGOLD, PURECOPPER, JARLABEL, RUNICEMERGENCY, GOGGLES, ELEMENTALPICK, ELEMENTALAXE, INFERNALFURNACE, ELEMENTALSHOVEL, LEVITATOR, WARDEDARCANA, FLUXSCRUB, BOOTSTRAVELLER, RESTABLE, MIRRORESSENTIA, PRIMALARROW, ARCANEEAR, RUNICCHARGED, RUNICHEALING, HOVERHARNESS, MASKGRINNINGDEVIL, ELEMENTALHOE, MIRRORHAND, ARCTABLE, INFUSION, RUNICKINETIC, PAVEWARD, MASKANGRYGHOST, MASKSIPPINGFIEND, ARCANELAMP, BELLOWS, HELMGOGGLES, RUNICARMOR, RUNICAUGMENTATION, SINSTONE, ELEMENTALSWORD, PAVETRAVEL, ARCANEBORE, INFUSIONENCHANTMENT, GOLEMCLAY, UPGRADEWATER, GOLEMTALLOW, GOLEMWOOD, GOLEMFLESH, UPGRADEEARTH, UPGRADEFIRE, UPGRADEENTROPY, COREUSE, TRAVELTRUNK, GOLEMBELL, CORESORTING, GOLEMTHAUMIUM, CORELUMBER, UPGRADEAIR, COREFISHING, COREGATHER, COREHARVEST, COREBUTCHER, COREGUARD, ADVANCEDGOLEM, COREFILL, GOLEMFETTER, GOLEMSTRAW, COREALCHEMY, GOLEMSTONE, GOLEMIRON, CORELIQUID, COREEMPTY, UPGRADEORDER, TTENCH_VAMPIRISM, TTENCH_VALIANCE, TTENCH_SHOCKWAVE, TTENCH_FINAL, TTENCH_ASCENT_BOOST, TTENCH_DISPERSED, TTENCH_SLOW_FALL, TTENCH_FOCUSED, TTENCH_SHATTER, TTENCH_QUICK_DRAW, TTENCH_POUNCE, TTENCH_DESINTEGRATE, INFUSED_POTIONS, FOCUS_FLIGHT, TTENCH_AUTO_SMELT, TTENCH_TUNNEL]
BRIGHT_NITOR | ttinkerer | Hyperenergetic Nitor | 2 | [GASEOUS_LIGHT] | [None]
FUNNEL | ttinkerer | Essentia Funnel | 1 | [BRIGHT_NITOR] | [DISTILESSENTIA]
ICHOR | ttinkerer | Ichor | 3 | [None] | [RESEARCHDUPE, KNOWFRAG, RESEARCHER2, NODEJAR, RESEARCHER1, NODETAPPER2, DECONSTRUCTOR, NODETAPPER1, THAUMONOMICON, NODEPRESERVE, NODESTABILIZER, WANDPEDFOC, VAMPBAT, ROD_bone, FOCUSEXCAVATION, SCEPTRE, ROD_quartz_staff, VISCHARGERELAY, ROD_ice, NODESTABILIZERADV, ROD_reed, ROD_greatwood_staff, ROD_silverwood_staff, FOCUSFROST, VISAMULET, FOCALMANIPULATION, FOCUSFIRE, CAP_gold, ROD_silverwood, VISPOWER, FOCUSPOUCH, CAP_copper, ROD_reed_staff, FOCUSSHOCK, CAP_silver, ROD_quartz, FOCUSWARDING, ROD_obsidian, FOCUSPORTABLEHOLE, CAP_thaumium, ROD_greatwood, ROD_blaze, ROD_bone_staff, ROD_obsidian_staff, FOCUSTRADE, ROD_ice_staff, WANDPED, ROD_blaze_staff, ALUMENTUM, ENTROPICPROCESSING, TRANSIRON, THAUMATORIUM, ALCHEMICALMANUFACTURE, TUBES, TRANSTIN, SANESOAP, TALLOW, PURESILVER, PURETIN, TRANSCOPPER, ESSENTIACRYSTAL, ARCANESPA, CENTRIFUGE, TRANSSILVER, PUREIRON, ALCHEMICALDUPLICATION, JARVOID, NITOR, PUREGOLD, DISTILESSENTIA, TUBEFILTER, PURELEAD, TRANSLEAD, TRANSGOLD, PURECOPPER, JARLABEL, RUNICEMERGENCY, GOGGLES, ELEMENTALPICK, ELEMENTALAXE, INFERNALFURNACE, ELEMENTALSHOVEL, LEVITATOR, WARDEDARCANA, FLUXSCRUB, BOOTSTRAVELLER, RESTABLE, MIRRORESSENTIA, PRIMALARROW, ARCANEEAR, RUNICCHARGED, RUNICHEALING, HOVERHARNESS, MASKGRINNINGDEVIL, ELEMENTALHOE, MIRRORHAND, ARCTABLE, INFUSION, RUNICKINETIC, PAVEWARD, MASKANGRYGHOST, MASKSIPPINGFIEND, ARCANELAMP, BELLOWS, HELMGOGGLES, RUNICARMOR, RUNICAUGMENTATION, SINSTONE, ELEMENTALSWORD, PAVETRAVEL, ARCANEBORE, INFUSIONENCHANTMENT, GOLEMCLAY, UPGRADEWATER, GOLEMTALLOW, GOLEMWOOD, GOLEMFLESH, UPGRADEEARTH, UPGRADEFIRE, UPGRADEENTROPY, COREUSE, TRAVELTRUNK, GOLEMBELL, CORESORTING, GOLEMTHAUMIUM, CORELUMBER, UPGRADEAIR, COREFISHING, COREGATHER, COREHARVEST, COREBUTCHER, COREGUARD, ADVANCEDGOLEM, COREFILL, GOLEMFETTER, GOLEMSTRAW, COREALCHEMY, GOLEMSTONE, GOLEMIRON, CORELIQUID, COREEMPTY, UPGRADEORDER, TTENCH_VALIANCE, TTENCH_SHOCKWAVE, TTENCH_ASCENT_BOOST, TTENCH_DISPERSED, TTENCH_SLOW_FALL, TTENCH_FOCUSED, TTENCH_SHATTER, FOCUS_DISLOCATION, FOCUS_FLIGHT, TTENCH_TUNNEL, FOCUS_HEAL, FOCUS_TELEKINESIS, TTENCH_VAMPIRISM, BLOOD_SWORD, TTENCH_FINAL, BRIGHT_NITOR, TTENCH_QUICK_DRAW, TTENCH_POUNCE, TTENCH_DESINTEGRATE, INFUSED_POTIONS, GAS_REMOVER, TTENCH_AUTO_SMELT, FOCUS_SMELT]
PROTOCLAY | ttinkerer | Protoclay | 3 | [ICHOR_PICK_GEM] | [ICHOR_SHOVEL_GEM, RESEARCHDUPE, KNOWFRAG, RESEARCHER2, NODEJAR, RESEARCHER1, NODETAPPER2, DECONSTRUCTOR, NODETAPPER1, THAUMONOMICON, NODEPRESERVE, NODESTABILIZER, WANDPEDFOC, VAMPBAT, ROD_bone, FOCUSEXCAVATION, SCEPTRE, ROD_quartz_staff, VISCHARGERELAY, ROD_ice, NODESTABILIZERADV, ROD_reed, ROD_greatwood_staff, ROD_silverwood_staff, FOCUSFROST, VISAMULET, FOCALMANIPULATION, FOCUSFIRE, CAP_gold, ROD_silverwood, VISPOWER, FOCUSPOUCH, CAP_copper, ROD_reed_staff, FOCUSSHOCK, CAP_silver, ROD_quartz, FOCUSWARDING, ROD_obsidian, FOCUSPORTABLEHOLE, CAP_thaumium, ROD_greatwood, ROD_blaze, ROD_bone_staff, ROD_obsidian_staff, FOCUSTRADE, ROD_ice_staff, WANDPED, ROD_blaze_staff, ALUMENTUM, ENTROPICPROCESSING, TRANSIRON, THAUMATORIUM, ALCHEMICALMANUFACTURE, TUBES, TRANSTIN, SANESOAP, TALLOW, PURESILVER, PURETIN, TRANSCOPPER, ESSENTIACRYSTAL, ARCANESPA, CENTRIFUGE, TRANSSILVER, PUREIRON, ALCHEMICALDUPLICATION, JARVOID, NITOR, PUREGOLD, DISTILESSENTIA, TUBEFILTER, PURELEAD, TRANSLEAD, TRANSGOLD, PURECOPPER, JARLABEL, RUNICEMERGENCY, GOGGLES, ELEMENTALPICK, ELEMENTALAXE, INFERNALFURNACE, ELEMENTALSHOVEL, LEVITATOR, WARDEDARCANA, FLUXSCRUB, BOOTSTRAVELLER, RESTABLE, MIRRORESSENTIA, PRIMALARROW, ARCANEEAR, RUNICCHARGED, RUNICHEALING, HOVERHARNESS, MASKGRINNINGDEVIL, ELEMENTALHOE, MIRRORHAND, ARCTABLE, INFUSION, RUNICKINETIC, PAVEWARD, MASKANGRYGHOST, MASKSIPPINGFIEND, ARCANELAMP, BELLOWS, HELMGOGGLES, RUNICARMOR, RUNICAUGMENTATION, SINSTONE, ELEMENTALSWORD, PAVETRAVEL, ARCANEBORE, INFUSIONENCHANTMENT, GOLEMCLAY, UPGRADEWATER, GOLEMTALLOW, GOLEMWOOD, GOLEMFLESH, UPGRADEEARTH, UPGRADEFIRE, UPGRADEENTROPY, COREUSE, TRAVELTRUNK, GOLEMBELL, CORESORTING, GOLEMTHAUMIUM, CORELUMBER, UPGRADEAIR, COREFISHING, COREGATHER, COREHARVEST, COREBUTCHER, COREGUARD, ADVANCEDGOLEM, COREFILL, GOLEMFETTER, GOLEMSTRAW, COREALCHEMY, GOLEMSTONE, GOLEMIRON, CORELIQUID, COREEMPTY, UPGRADEORDER, TTENCH_VALIANCE, TTENCH_SHOCKWAVE, TTENCH_ASCENT_BOOST, TTENCH_DISPERSED, GASEOUS_SHADOW, TTENCH_SLOW_FALL, TTENCH_FOCUSED, TTENCH_SHATTER, FOCUS_DISLOCATION, FOCUS_FLIGHT, TTENCH_TUNNEL, FOCUS_HEAL, FOCUS_TELEKINESIS, GASEOUS_LIGHT, TTENCH_VAMPIRISM, BLOOD_SWORD, TTENCH_FINAL, BRIGHT_NITOR, TTENCH_QUICK_DRAW, TTENCH_POUNCE, TTENCH_DESINTEGRATE, INFUSED_POTIONS, GAS_REMOVER, TTENCH_AUTO_SMELT, FOCUS_SMELT]
ANIMATION_TABLET | ttinkerer | Dynamism Tablet | 3 | [MAGNETS] | [None]
INFUSED_POTIONS | ttinkerer | Infused Crops | 2 | [FIRE_PERDITIO, FIRE_ORDO, FIRE_IGNIS, FIRE_TERRA, FIRE_AER, FIRE_AQUA] | [INFUSION, INFUSION]
GAS_REMOVER | ttinkerer | Fume Dissipator | 1 | [GASEOUS_SHADOW] | [None]
TTENCH_AUTO_SMELT | ttinkerer | Enchantment: Flaming Touch | 2 | [ENCHANTER] | [None]
FOCUS_SMELT | ttinkerer | Wand Focus: Efreet's Flame | 2 | [FOCUSEXCAVATION] | [None]
FOCUS_ENDER_CHEST | ttinkerer | Wand Focus: Ender Rift | 2 | [FOCUS_DEFLECT] | [None]
PLACEMENT_MIRROR | ttinkerer | Worldshaper's Looking Glass | 3 | [BLOCK_TALISMAN] | [RESEARCHDUPE, KNOWFRAG, RESEARCHER2, NODEJAR, RESEARCHER1, NODETAPPER2, DECONSTRUCTOR, NODETAPPER1, THAUMONOMICON, NODEPRESERVE, NODESTABILIZER, WANDPEDFOC, VAMPBAT, ROD_bone, FOCUSEXCAVATION, SCEPTRE, ROD_quartz_staff, VISCHARGERELAY, ROD_ice, NODESTABILIZERADV, ROD_reed, ROD_greatwood_staff, ROD_silverwood_staff, FOCUSFROST, VISAMULET, FOCALMANIPULATION, FOCUSFIRE, CAP_gold, ROD_silverwood, VISPOWER, FOCUSPOUCH, CAP_copper, ROD_reed_staff, FOCUSSHOCK, CAP_silver, ROD_quartz, FOCUSWARDING, ROD_obsidian, FOCUSPORTABLEHOLE, CAP_thaumium, ROD_greatwood, ROD_blaze, ROD_bone_staff, ROD_obsidian_staff, FOCUSTRADE, ROD_ice_staff, WANDPED, ROD_blaze_staff, ALUMENTUM, ENTROPICPROCESSING, TRANSIRON, THAUMATORIUM, ALCHEMICALMANUFACTURE, TUBES, TRANSTIN, SANESOAP, TALLOW, PURESILVER, PURETIN, TRANSCOPPER, ESSENTIACRYSTAL, ARCANESPA, CENTRIFUGE, TRANSSILVER, PUREIRON, ALCHEMICALDUPLICATION, JARVOID, NITOR, PUREGOLD, DISTILESSENTIA, TUBEFILTER, PURELEAD, TRANSLEAD, TRANSGOLD, PURECOPPER, JARLABEL, RUNICEMERGENCY, GOGGLES, ELEMENTALPICK, ELEMENTALAXE, INFERNALFURNACE, ELEMENTALSHOVEL, LEVITATOR, WARDEDARCANA, FLUXSCRUB, BOOTSTRAVELLER, RESTABLE, MIRRORESSENTIA, PRIMALARROW, ARCANEEAR, RUNICCHARGED, RUNICHEALING, HOVERHARNESS, MASKGRINNINGDEVIL, ELEMENTALHOE, MIRRORHAND, ARCTABLE, INFUSION, RUNICKINETIC, PAVEWARD, MASKANGRYGHOST, MASKSIPPINGFIEND, ARCANELAMP, BELLOWS, HELMGOGGLES, RUNICARMOR, RUNICAUGMENTATION, SINSTONE, ELEMENTALSWORD, PAVETRAVEL, ARCANEBORE, INFUSIONENCHANTMENT, GOLEMCLAY, UPGRADEWATER, GOLEMTALLOW, GOLEMWOOD, GOLEMFLESH, UPGRADEEARTH, UPGRADEFIRE, UPGRADEENTROPY, COREUSE, TRAVELTRUNK, GOLEMBELL, CORESORTING, GOLEMTHAUMIUM, CORELUMBER, UPGRADEAIR, COREFISHING, COREGATHER, COREHARVEST, COREBUTCHER, COREGUARD, ADVANCEDGOLEM, COREFILL, GOLEMFETTER, GOLEMSTRAW, COREALCHEMY, GOLEMSTONE, GOLEMIRON, CORELIQUID, COREEMPTY, UPGRADEORDER, TTENCH_VALIANCE, TTENCH_SHOCKWAVE, GASEOUS_SHADOW, TTENCH_FOCUSED, FOCUS_FLIGHT, FOCUS_HEAL, FOCUS_TELEKINESIS, TTENCH_VAMPIRISM, CLEANSING_TALISMAN, XP_TALISMAN, TTENCH_QUICK_DRAW, TTENCH_POUNCE, TTENCH_DESINTEGRATE, TTENCH_ASCENT_BOOST, TTENCH_DISPERSED, TTENCH_SLOW_FALL, TTENCH_SHATTER, FOCUS_DISLOCATION, TTENCH_TUNNEL, GASEOUS_LIGHT, BLOOD_SWORD, TTENCH_FINAL, REVEALING_HELM, BRIGHT_NITOR, INFUSED_POTIONS, GAS_REMOVER, TTENCH_AUTO_SMELT, FOCUS_SMELT]

=======[forbidden]=======
ARCANECAKE | forbidden | Thaumic Cake | 2 | [NETHERSHARDS, INFUSION] | [None]
CAP_manasteel | forbidden | Manasteel Caps | 2 | [ROD_livingwood] | [None]
ROD_livingwood | forbidden | Livingwood Wand Core | 3 | [BOTANY, ROD_silverwood, INFUSION] | [None]
WHISPERWEED | forbidden | Whisperweed | 1 | [BOTANY] | [None]
TRANSEMERALD | forbidden | Emerald Transmutation | 3 | [TRANSGOLD] | [None]
HELLFIRE | forbidden | Lord of Hellfire | 1 | [NETHERSHARDS] | [None]
VOIDTOUCHED | forbidden | Enchantment: Voidtouched | 3 | [MORPHTOOLS, VOIDMETAL] | [None]
ROD_tainted | forbidden | Tainted Wand Core | 3 | [ROD_silverwood, TAINTSHOVEL, INFUSION] | [None]
BLOODWELL | forbidden | Bloody Scrivener's Tools | 1 | [BLOODMAGIC] | [None]
CONSUMING | forbidden | Enchantment: Consuming | 1 | [INFUSIONENCHANTMENT] | [None]
CLUSTER | forbidden | Enchantment: Fiery Core | 3 | [MORPHTOOLS, ELEMENTALPICK] | [None]
SUBCOLLAR | forbidden | Collar of Pain | 2 | [NETHERSHARDS, VISAMULET, INFUSION] | [None]
CRYSTALWELL | forbidden | Crystal Scribing Tools | 1 | [RESEARCH] | [None]
ROD_blood_staff | forbidden | Blood Staff Core | 2 | [ROD_silverwood_staff, ROD_blood] | [None]
TAINTSTONE | forbidden | Tainted Stone | 2 | [THAUMIUM, INFUSION, ETHEREALBLOOM] | [None]
ROD_blood | forbidden | Blood Wand Core | 3 | [ROD_silverwood, INFUSION, BLOODMAGIC] | [None]
PRIMEWELL | forbidden | Primal Scribing Tools | 1 | [PRIMPEARL] | [None]
ROD_blood_wood_staff | forbidden | Blood Infused Wood Staff Core | 3 | [ROD_blood_wood, ROD_blood_staff] | [None]
CAP_blood_iron | forbidden | Blood Infused Iron Caps | 2 | [ROD_blood_wood, CAP_alchemical] | [None]
IMPACT | forbidden | Enchantment: Impact | 3 | [MORPHTOOLS, ELEMENTALSHOVEL] | [None]
WRATHCAGE | forbidden | Wrath Cage | 3 | [FORK] | [INFUSION, THAUMIUM, DISTILESSENTIA]
BLACKFLOWER | forbidden | Umbral Rose | 1 | [None] | [None]
EUCLIDAISY | forbidden | Euclidaisy | 2 | [BOTANY, INFUSION] | [None]
MORPHTOOLS | forbidden | Chameleon Tools | 3 | [NETHERSHARDS] | [THAUMIUM, INFUSIONENCHANTMENT]
CAP_terrasteel | forbidden | Terrasteel Caps | 1 | [CAP_manasteel] | [None]
TAINTHISTLE | forbidden | Tainthistle | 2 | [BOTANY, INFUSION] | [None]
SKULLAXE | forbidden | Axe of the Skulltaker | 2 | [NETHERSHARDS, THAUMIUM, INFUSION] | [None]
BLOODRAPIER | forbidden | Rapier of the Strix | 3 | [BLOODMAGIC, INFUSION, VOIDMETAL] | [None]
ROD_dreamwood_staff | forbidden | Dreamwood Staff | 2 | [ROD_livingwood, ROD_silverwood_staff] | [None]
TAINTPICK | forbidden | Pickaxe of Distortion | 2 | [TAINTSHOVEL] | [None]
ROD_witchMoon | forbidden | Moonlight Blessed Witchwood Wand Core | 3 | [ROD_witchwood] | [None]
ROD_dreamwood | forbidden | forbidden.research_name.ROD_dreamwood | 0 | [None] | [None]
TAINTTREE | forbidden | Tainted Tree | 3 | [THAUMIUM, INFUSION, ETHEREALBLOOM] | [None]
WRATH | forbidden | Enchantment: Wrath | 3 | [NETHERSHARDS, INFUSIONENCHANTMENT] | [None]
SCHOOLS | forbidden | Schools of Magic | 1 | [None] | [None]
CAP_vinteum | forbidden | Vinteum Caps | 1 | [ROD_witchwood, CAP_thaumium] | [None]
ELDRITCHORB | forbidden | Eldritch Blood Orb | 3 | [BLOODMAGIC, INFUSION, PRIMPEARL, VOIDMETAL] | [None]
BLOODMAGIC | forbidden | Blood Magic | 1 | [SCHOOLS] | [None]
ROD_infernal | forbidden | Infernal Wand Core | 3 | [ROD_silverwood, INFUSION, NETHERSHARDS] | [None]
FORK | forbidden | Diabolist Fork | 1 | [INFUSION, NETHERSHARDS, THAUMIUM] | [None]
RINGFOOD | forbidden | Ring of Nutrition | 2 | [NETHERSHARDS] | [None]
CORRUPTING | forbidden | Enchantment: Corrupting | 1 | [NETHERSHARDS, INFUSIONENCHANTMENT] | [None]
BOTANY | forbidden | Botany | 1 | [SCHOOLS] | [None]
CAP_alchemical | forbidden | Alchemical Caps | 2 | [ROD_blood, CAP_gold] | [None]
RIDINGCROP | forbidden | Riding Crop | 1 | [None] | [None]
NETHERSHARDS | forbidden | Nether Shards | 1 | [None] | [None]
GREEDY | forbidden | Enchantment: Capitalist | 2 | [NETHERSHARDS, INFUSIONENCHANTMENT] | [None]
ROD_witchwood_staff | forbidden | Witchwood Staff Core | 2 | [ROD_silverwood_staff, ROD_witchwood] | [None]
EDUCATIONAL | forbidden | Enchantment: Educational | 2 | [INFUSIONENCHANTMENT] | [None]
ROD_profane | forbidden | Profane Wand | 1 | [NETHERSHARDS] | [None]
CAP_elementium | forbidden | Elementium Caps | 3 | [ROD_dreamwood_staff] | [None]
ROD_witchwood | forbidden | Witchwood Wand Core | 3 | [SCHOOLS, ROD_silverwood, INFUSION] | [None]
ROD_blood_wood | forbidden | Blood Infused Wood Cores | 2 | [ROD_blood] | [None]
TAINTSHOVEL | forbidden | Shovel of the Purifier | 2 | [THAUMIUM, INFUSION, ETHEREALBLOOM] | [None]
FOCUSBLINK | forbidden | Wand Focus: Blink | 2 | [NETHERSHARDS, INFUSION] | [None]

=======[taintedmagic]=======
VOIDFORTRESS | taintedmagic | Void Fortress Armour | 2 | [TMELDRITCHMAJOR] | [ARMORVOIDFORTRESS, ARMORFORTRESS]
